Supernatural,Major,Diablerie,Realms of Power: The Infernal,"85, 92, 106-107 "
Supernatural,Major,Divination and Augury,"The Mysteries, Revised Edition",58-62 
Supernatural,Major,Divining,"Hedge Magic, Revised Edition",19
Supernatural,Major,Dream Interpretation,Realms of Power: The Divine,"136, 138 "
Supernatural,Major,Dream Interpretation,The Cradle and the Crescent,96
Supernatural,Major,Elemental Magic,"Hedge Magic, Revised Edition",19
Supernatural,Major,Elemental Medicine,"Hedge Magic, Revised Edition",19
Supernatural,Major,Elemental Philsophiae,"Hedge Magic, Revised Edition",19
Supernatural,Major,Elemental Theurgy,"Hedge Magic, Revised Edition",19
Supernatural,Major,Effusion,Realms of Power: The Infernal,"85, 92, 107-109 "
Supernatural,Major,Empathy,Realms of Power: Faerie,112
Supernatural,Major,Enchantment,Realms of Power: Faerie,112
Supernatural,Major,Entrancement,Ars Magica Fifth Edition,"42, 65 "
Supernatural,Major,Entreat the Powers,"Hedge Magic, Revised Edition",80
Supernatural,Major,Evocation,Realms of Power: Faerie,112
Supernatural,Major,External Soul,"Hedge Magic, Revised Edition",56
Supernatural,Major,(Faerie) Summoning,Realms of Power: Faerie,113
Supernatural,Major,Faerie Sympathy,Realms of Power: Faerie,112
Supernatural,Major,Focus Power,Realms of Power: Magic,44
Supernatural,Major,Gematria,Realms of Power: The Divine,"136, 138-139 "
Supernatural,Major,Give,"Hedge Magic, Revised Edition",57
Supernatural,Major,Greater Benediction,Realms of Power: Faerie,113
Supernatural,Major,Greater Immunity,Ars Magica Fifth Edition,43
Supernatural,Major,Greater Immunity (Deprivation),Realms of Power: Magic,44
Supernatural,Major,Greater Power,Realms of Power: Magic,44
Supernatural,Major,Greater Purifying Touch,Ars Magica Fifth Edition,43
Supernatural,Major,Harnessed Magic,Rival Magic,18
Supernatural,Major,Healing,"Hedge Magic, Revised Edition",35
Supernatural,Major,Hermetic Dream Interpreter,"The Mysteries, Revised Edition",62-63 
Supernatural,Major,Hermetic Inclination in (Form),Art & Academe,134
Supernatural,Major,Hex,Realms of Power: The Infernal,"85, 92"
Supernatural,Major,Hex,Rival Magic,95-96 
Supernatural,Major,Holy Magic,Realms of Power: The Divine,"34, 36, 66-69 "
Supernatural,Major,Holy Music,Realms of Power: The Divine,93
Supernatural,Major,Immune to Disease,Realms of Power: The Infernal,85
Supernatural,Major,Incantation,Realms of Power: The Infernal,"86, 92, 104 "
Supernatural,Major,Independent Solomonic Magic,The Cradle and the Crescent,44
Supernatural,Major,Infernal Blessing,Realms of Power: The Infernal,85-86 
Supernatural,Major,Intervention,Realms of Power: The Divine,"34, 37, 51-53 "
Supernatural,Major,Invocation,Realms of Power: The Divine,"34, 37, 46"
Supernatural,Major,Invocation,The Cradle and the Crescent,96-97 
Supernatural,Major,Invocation of Names of Power,The Cradle and the Crescent,30
Supernatural,Major,Kabbalah,Realms of Power: The Divine,"136-137, 139 "
Supernatural,Major,Knowledge of True Names,The Cradle and the Crescent,93
Supernatural,Major,Life-Linked Art,Art & Academe,134
Supernatural,Major,Life-Linked Folk Witch Magic,"Hedge Magic, Revised Edition",35
Supernatural,Major,Major Rune Focus,"Hedge Magic, Revised Edition",121
Supernatural,Major,Malediction,Realms of Power: The Infernal,"86, 94, 109-110"
Supernatural,Major,Martial Connection to Magic,Rival Magic,18
Supernatural,Major,Mechanica of Heron,Ancient Magic,77-78 
Supernatural,Major,Meditation,Realms of Power: The Divine,"34, 37, 46"
Supernatural,Major,Merkavah,Realms of Power: The Divine,"137, 139"
Supernatural,Major,Mythic Alchemy,"Hedge Magic, Revised Edition",81
Supernatural,Major,Mythic Herbalism,Houses of Hermes: Societates,125
Supernatural,Major,Mythic Herbalism,"Hedge Magic, Revised Edition",81
Supernatural,Major,Nightwalker,"Hedge Magic, Revised Edition",104
Supernatural,Major,Olympian Pact,The Sundered Eagle: The Theban Tribunal,126
Supernatural,Major,Phantasm,Realms of Power: The Infernal,"86, 94, 110-111 "
Supernatural,Major,Potent Sorcery,Rival Magic,11
Supernatural,Major,Protection from Diseases,Apprentices,12
Supernatural,Major,Psychomachia,Realms of Power: The Infernal,"86, 94, 111-112"
Supernatural,Major,Purity,Realms of Power: The Divine,"35, 37, 47 "
Supernatural,Major,Refining,"Hedge Magic, Revised Edition",19
Supernatural,Major,Ritual Power,Realms of Power: Magic,47
Supernatural,Major,Scry Art,Against The Dark: The Transylvanian Tribunal,133
Supernatural,Major,Secondary Insight,"Hedge Magic, Revised Edition",122
Supernatural,Major,Sense Passions,Realms of Power: The Infernal,"86, 94 "
Supernatural,Major,Shapeshifter,Ars Magica Fifth Edition,"48, 67 "
Supernatural,Major,Sihr,Houses of Hermes: Societates,135-136
Supernatural,Major,Sihr,The Cradle and the Crescent,30
Supernatural,Major,Siren Song,Houses of Hermes: Societates,139
Supernatural,Major,Sjonhverfing,Rival Magic,96-97 
Supernatural,Major,Slay Art,Against The Dark: The Transylvanian Tribunal,134
Supernatural,Major,Solomonic Alchemy,The Cradle and the Crescent,30
Supernatural,Major,Solomonic Astrology,The Cradle and the Crescent,30
Supernatural,Major,Solomonic Physic,The Cradle and the Crescent,30
Supernatural,Major,Solomonic Storytelling,The Cradle and the Crescent,30
Supernatural,Major,Solomonic Travel,The Cradle and the Crescent,30
Supernatural,Major,Spadomur,Rival Magic,97-98 
Supernatural,Major,Speech with the Silent,Houses of Hermes: Mystery Cults,73
Supernatural,Major,(Spirit) Summoning,Realms of Power: The Infernal,"87, 114-115 "
Supernatural,Major,Spiritual Pact,Realms of Power: Magic,88-89 
Supernatural,Major,Spontaneous Solomonic Spells,The Cradle and the Crescent,44
Supernatural,Major,Storm’s Eye,Rival Magic,98-99 
Supernatural,Major,Strong Amulet Magic,"Hedge Magic, Revised Edition",82
Supernatural,Major,Strong Faerie Blood,Ars Magica Fifth Edition,49
Supernatural,Major,Strong Faerie Blood,Realms of Power: Faerie,113
Supernatural,Major,Strong Magic,Rival Magic,18
Supernatural,Major,Strong Verbal Charms,"Hedge Magic, Revised Edition",82
Supernatural,Major,Succurro,"Hedge Magic, Revised Edition",82
Supernatural,Major,Summon Animals,Houses of Hermes: Societates,105
Supernatural,Major,Summon Animals,Rival Magic,99-100 
Supernatural,Major,Summoning,Realms of Power: The Infernal,"87, 114-115"
Supernatural,Major,Summoning,"Hedge Magic, Revised Edition",20
Supernatural,Major,Supernatural Beauty,Houses of Hermes: Societates,56
Supernatural,Major,Symbolic Understanding,Rival Magic,19
Supernatural,Major,Synthemata Magia,"The Mysteries, Revised Edition",87-88 
Supernatural,Major,Take,"Hedge Magic, Revised Edition",57
Supernatural,Major,Thief of Emotions,Guardians of the Forests: The Rhine Tribunal,40
Supernatural,Major,Threads of Fate,Rival Magic,100-102 
Supernatural,Major,Touched by (Realm),City and Guild,71
Supernatural,Major,Transcendence,Realms of Power: The Divine,"36, 37, 53-54 "
Supernatural,Major,Transformed (Being),Realms of Power: Magic,47
Supernatural,Major,Tueor,"Hedge Magic, Revised Edition",82
Supernatural,Major,(Type) Controlling,"Hedge Magic, Revised Edition",19
Supernatural,Major,(Type) Divining,"Hedge Magic, Revised Edition",19
Supernatural,Major,(Type) Refining,"Hedge Magic, Revised Edition",19
Supernatural,Major,(Type) Summoning,"Hedge Magic, Revised Edition",20
Supernatural,Major,Understanding,Realms of Power: The Divine,"36, 37, 54-55 "
Supernatural,Major,Valgaldrar,Rival Magic,102-103 
Supernatural,Major,Vulnero,"Hedge Magic, Revised Edition",82
Supernatural,Major,Warding,Houses of Hermes: Societates,112
Supernatural,Major,Whistle Up The Wind,Houses of Hermes: Societates,105
Supernatural,Major,Wildfire,Rival Magic,103-104 
Supernatural,Major,Winter’s Breath,Rival Magic,104-106 
Supernatural,Major,Wonders,Realms of Power: The Divine,"36, 37-38, 55-56"
Supernatural,Major,Wonders,The Cradle and the Crescent,97
Tainted,Major,Amorphous,Realms of Power: The Infernal,83
Tainted,Major,Command Animals,Realms of Power: The Infernal,83
Tainted,Major,Demonic Blood,Realms of Power: The Infernal,84
Tainted,Major,Hermetic Sorcery,Realms of Power: The Infernal,85
Tainted,Major,Immune to Disease,Realms of Power: The Infernal,85
Tainted,Major,Infernal Blessing,Realms of Power: The Infernal,85-86 
General,Major,Death Prophecy,Ars Magica Fifth Edition,41
General,Major,Essential Virtue,Realms of Power: Magic,43
General,Major,Ghostly Warder,Ars Magica Fifth Edition,43
General,Major,Giant Blood,Ars Magica Fifth Edition,"43, "
General,Major,Giant Blood,Realms of Power: Magic,44
General,Major,Guardian Angel,Ars Magica Fifth Edition,43
General,Major,Immortality of the Forest,Guardians of the Forests: The Rhine Tribunal,38
General,Major,License of Absence,The Church,26
General,Major,Magian Lineage,The Cradle and the Crescent,92-93
General,Major,Magical Warder,Realms of Power: Magic,46
General,Major,Powerful Relic,Realms of Power: The Divine,35
General,Major,Sanguine Humour's Blessing,Houses of Hermes: Societates,121
General,Major,True Faith,Ars Magica Fifth Edition,"50, 189 "
General,Major,Ways of the (Land),Ars Magica Fifth Edition,50
General,Major,Wealthy,Ars Magica Fifth Edition,50
Child,Minor,Boundless Energy,Apprentices,11
Child,Minor,Deft Characteristic,Apprentices,11
Child,Minor,Grows Quickly,Apprentices,11
Child,Minor,Inconspicuous,Apprentices,11
Hermetic,Minor,Adept Laboratory Student,Ars Magica Fifth Edition,40
Hermetic,Minor,Affinity with (Art),Ars Magica Fifth Edition,40
Hermetic,Minor,Atlantian Magic,Realms of Power: Magic,43
Hermetic,Minor,Astrological Cyclic Magic (positive),"The Mysteries, Revised Edition",37
Hermetic,Minor,Boosted Magic,Houses of Hermes: True Lineages,104
Hermetic,Minor,Canaanite Magic,Ancient Magic,32
Hermetic,Minor,Cautious Sorcerer,Ars Magica Fifth Edition,40
Hermetic,Minor,Clan Ilfetu,Houses of Hermes: Mystery Cults,37
Hermetic,Minor,Colens Arcanorum,Houses of Hermes: True Lineages,25
Hermetic,Minor,Confluence of the Realms,Legends of Hermes,15
Hermetic,Minor,Craft Mutable Device,Ancient Magic,79
Hermetic,Minor,Cyclic Magic (positive),Ars Magica Fifth Edition,41
Hermetic,Minor,Deft Form,Ars Magica Fifth Edition,41
Hermetic,Minor,Enduring Magic,Ars Magica Fifth Edition,41
Hermetic,Minor,Energy Magic,"Hedge Magic, Revised Edition",52
Hermetic,Minor,The Enigma,Ars Magica Fifth Edition,"41, 92 "
Hermetic,Minor,Exotic Casting,Houses of Hermes: Societates,107
Hermetic,Minor,Extractor of (Form) Vis,Realms of Power: Magic,43
Hermetic,Minor,Faerie Magic,Ars Magica Fifth Edition,"42, 92-93 "
Hermetic,Minor,Fast Caster,Ars Magica Fifth Edition,42
Hermetic,Minor,Fertility Ritual Magic,Ancient Magic,55
Hermetic,Minor,Free Study,Ars Magica Fifth Edition,42
Hermetic,Minor,(Gild) Trained,Guardians of the Forests: The Rhine Tribunal,20
Hermetic,Minor,(Grigorus)'s Legacy,Ancient Magic,67
Hermetic,Minor,Harenarius,Houses of Hermes: True Lineages,143
Hermetic,Minor,Harnessed Magic,Ars Magica Fifth Edition,43
Hermetic,Minor,Heartbeast,Ars Magica Fifth Edition,"43, 91-92 "
Hermetic,Minor,Hermetic Metamorphosis,Magi of Hermes,83
Hermetic,Minor,Hermetic Prestige,Ars Magica Fifth Edition,43
Hermetic,Minor,Imbued with the Spirit of (Form),Realms of Power: Magic,44
Hermetic,Minor,Inoffensive to Animals,Ars Magica Fifth Edition,43-44 
Hermetic,Minor,Inoffensive to (Beings),Houses of Hermes: Mystery Cults,86-87 
Hermetic,Minor,Insight of the Realms,Legends of Hermes,15
Hermetic,Minor,Inventive Genius,Ars Magica Fifth Edition,44
Hermetic,Minor,Leadworker,Houses of Hermes: True Lineages,143
Hermetic,Minor,Life Boost,Ars Magica Fifth Edition,44
Hermetic,Minor,Minor Magical Focus,Ars Magica Fifth Edition,46
Hermetic,Minor,Minor Magical Focus (House),"The Mysteries, Revised Edition",36-37 
Hermetic,Minor,Magical Memory,Ars Magica Fifth Edition,45
Hermetic,Minor,Mastered Spells,Ars Magica Fifth Edition,46
Hermetic,Minor,Masterpiece,Houses of Hermes: Mystery Cults,135
Hermetic,Minor,Method Caster,Ars Magica Fifth Edition,46
Hermetic,Minor,Mutantum Magic,Houses of Hermes: True Lineages,"101, 107 "
Hermetic,Minor,Mystical Choreography,Houses of Hermes: Societates,56
Hermetic,Minor,Nyktophylax,Houses of Hermes: True Lineages,143
Hermetic,Minor,Orphic Magic,Houses of Hermes: Societates,122
Hermetic,Minor,Performance Magic,"The Mysteries, Revised Edition",29-30 
Hermetic,Minor,Personal Vis Source,Ars Magica Fifth Edition,47
Hermetic,Minor,Planetary Magic,"The Mysteries, Revised Edition",30-31 
Hermetic,Minor,Potent Magic,Houses of Hermes: Mystery Cults,6
Hermetic,Minor,Potent Magic,"The Mysteries, Revised Edition",31-32 
Hermetic,Minor,Potent Magic (House),"The Mysteries, Revised Edition",36-37 
Hermetic,Minor,Puissant (Art),Ars Magica Fifth Edition,48
Hermetic,Minor,Quick Charged Items,"Hedge Magic, Revised Edition",102
Hermetic,Minor,Quiet Magic,Ars Magica Fifth Edition,48
Hermetic,Minor,Ring/Circle Magic,Houses of Hermes: Societates,113
Hermetic,Minor,Ritual Items,"Hedge Magic, Revised Edition",54
Hermetic,Minor,Root-Cutter,Houses of Hermes: Societates,126
Hermetic,Minor,Side Effect,Ars Magica Fifth Edition,48
Hermetic,Minor,Skilled Parens,Ars Magica Fifth Edition,48
Hermetic,Minor,Sorcerous Music,"The Mysteries, Revised Edition",29-30 
Hermetic,Minor,Special Circumstances,Ars Magica Fifth Edition,49
Hermetic,Minor,Spell Binding,"The Mysteries, Revised Edition",27-29 
Hermetic,Minor,Spell Foci,Houses of Hermes: Societates,132
Hermetic,Minor,Spell Improvisation,Houses of Hermes: Mystery Cults,87
Hermetic,Minor,Study Bonus,Ars Magica Fifth Edition,49
Hermetic,Minor,Subtle Magic,Ars Magica Fifth Edition,49
Hermetic,Minor,Subtle Opening,"Hedge Magic, Revised Edition",51
Hermetic,Minor,Tenens Occultorum,Houses of Hermes: True Lineages,25
Hermetic,Minor,Tethered Magic,Houses of Hermes: True Lineages,107
Hermetic,Minor,Verditius Magic,Ars Magica Fifth Edition,"50, 93 "
Hermetic,Minor,Vulgar Alchemy,"The Mysteries, Revised Edition",32-35 
Hermetic,Minor,Watching Spells,Rival Magic,74
Hermetic,Minor,Withstand Casting,"The Mysteries, Revised Edition",36
Heroic,Minor,Gift of Tongues,Houses of Hermes: True Lineages,105
Heroic,Minor,Great Bearer,Houses of Hermes: True Lineages,105
Heroic,Minor,Heroes' Birthright,Houses of Hermes: True Lineages,105-106 
Heroic,Minor,Messenger's Memory,Houses of Hermes: True Lineages,106
Heroic,Minor,Mythic (Characteristic),Houses of Hermes: True Lineages,107
Heroic,Minor,Sure Traveler,Houses of Hermes: True Lineages,107
Mystery,Minor,Arcadian Travel,Houses of Hermes: Mystery Cults,92
Mystery,Minor,Awakening,Houses of Hermes: Mystery Cults,104
Mystery,Minor,Binding the Gift,Houses of Hermes: Mystery Cults,91-92 
Mystery,Minor,Blessing of [Ameshaspand],The Cradle and the Crescent,98
Mystery,Minor,Bright Eyes,Against The Dark: The Transylvanian Tribunal,57
Mystery,Minor,Charm Magic,Houses of Hermes: Mystery Cults,96-98 
Mystery,Minor,Dream Magic,"The Mysteries, Revised Edition",102-107 
Mystery,Minor,Enchant Casting Tools,Houses of Hermes: Mystery Cults,123-124 
Mystery,Minor,Eyes of Theseus,Against The Dark: The Transylvanian Tribunal,57
Mystery,Minor,The Greater Dream Grimoire,"The Mysteries, Revised Edition",107-110 
Mystery,Minor,Great Talisman,"The Mysteries, Revised Edition",89-90 
Mystery,Minor,Hermetic Alchemy,"The Mysteries, Revised Edition",39-40 
Mystery,Minor,Hermetic Architecture,"The Mysteries, Revised Edition",97-101 
Mystery,Minor,Hermetic Empowerment,"The Mysteries, Revised Edition",64-66 
Mystery,Minor,Hermetic Geometry,"The Mysteries, Revised Edition",93-97 
Mystery,Minor,Hermetic Numerology,"The Mysteries, Revised Edition",91-93 
Mystery,Minor,Hermetic Sacrifice,"The Mysteries, Revised Edition",117
Mystery,Minor,Hermetic Synthemata,"The Mysteries, Revised Edition",86-87 
Mystery,Minor,Hermetic Theurgy,"The Mysteries, Revised Edition",78-81 
Mystery,Minor,Inscription on the Soul,"The Mysteries, Revised Edition",69-70 
Mystery,Minor,Invasive Eyes,Against The Dark: The Transylvanian Tribunal,57
Mystery,Minor,Invocation Magic,"The Mysteries, Revised Edition",78
Mystery,Minor,Items of Quality,Houses of Hermes: Mystery Cults,124-125 
Mystery,Minor,The Lesser Elixir,"The Mysteries, Revised Edition",42-43 
Mystery,Minor,Mazdean Alchemy,The Cradle and the Crescent,98
Mystery,Minor,Names of Power,"The Mysteries, Revised Edition",76-78 
Mystery,Minor,Nature Lore,Houses of Hermes: Mystery Cults,103-104 
Mystery,Minor,Periapt,"The Mysteries, Revised Edition",48
Mystery,Minor,Philosophic Alchemy,"The Mysteries, Revised Edition",40-41 
Mystery,Minor,Reforging Enchanted Items,Houses of Hermes: Mystery Cults,125-127 
Mystery,Minor,Righteousness of the Wise,The Cradle and the Crescent,99
Mystery,Minor,Secret Name,Houses of Hermes: Mystery Cults,26-27 
Mystery,Minor,Sensory Magic,Houses of Hermes: Mystery Cults,27-28 
